t_d	Normalized Data	t_d	ΔT_ph	ΔT_e	ΔT_m
0	0	0.222861430715358	14.0067153574617	52.7118674990419	37.5657523914765
0	0	0.224612306153076	14.0418123768472	52.680605424285	37.6319448767578
0	0	0.226363181590795	14.0768355644844	52.6483877636851	37.6977093285796
0	0	0.228114057028514	14.1117840746505	52.6152229866212	37.7630434597208
0	0	0.229864932466233	14.1466570709025	52.5811192285845	37.8279450292484
0	0	0.231615807903952	14.1814537257699	52.5460843566085	37.8924118409898
0	0	0.233366683341671	14.2161732205044	52.5101260192414	37.9564417422677
0	0	0.23511755877939	14.2508147448722	52.4732516824159	38.0200326228278
0	0	0.236868434217108	14.2853774969777	52.4354686579971	38.0831824139145
0	0	0.238619309654827	14.3198606831116	52.3967841242009	38.1458890874587
0	0	0.240370185092546	14.3542635141234	52.3571981223457	38.2081506400122
0	0	0.242121060530265	14.3885851835316	52.3166738878772	38.2699649966109
0	0	0.243871935967984	14.4228248490564	52.2751744868893	38.3313299302069
0	0	0.245622811405703	14.4569816482413	52.2326945484095	38.3922431308122
0	0	0.247373686843422	14.4910547159726	52.189232022268	38.4527022820788
0	0	0.249124562281141	14.5250431874305	52.1447871961026	38.5127050737597
0	0	0.250875437718859	14.5589462001259	52.0993620882975	38.5722492106286
0	0	0.252626313156578	14.5927628953665	52.0529599824422	38.6313324190085
0	0	0.254377188594297	14.626492419328	52.0055851070714	38.6899524515444
0	0	0.256128064032016	14.6601339238438	51.9572423834076	38.7481070906955
0	0	0.257878939469735	14.6936865669838	51.9079372496653	38.8057941512695
0	0	0.259629814907454	14.7271495134794	51.8576755185987	38.8630114822433
0	0	0.261380690345173	14.7605219350294	51.8064632783767	38.9197569680424
0	0	0.263131565782891	14.7938029726068	51.7542306360675	38.9760283629736
0	0	0.26488244122061	14.8269916817566	51.7008740197907	39.0318230520436
0	0	0.266633316658329	14.8600870471906	51.6463530389523	39.0871381167528
0	0	0.268384192096048	14.8930880266328	51.5906516621319	39.1419705275978
0	0	0.270135067533767	14.9259935664336	51.5337601296376	39.1963172115997
0	0	0.271885942971486	14.9588026071024	51.4756732845186	39.2501750763884
0	0	0.273636818409205	14.9915140872625	51.4163893615387	39.3035410278668
0	0	0.275387693846924	15.0241269465515	51.3559091375718	39.3564119832721
0	0	0.277138569284642	15.0566401277767	51.294235279995	39.4087848808797
0	0	0.278889444722361	15.0890525785226	51.2313718827295	39.4606566872081
0	0	0.28064032016008	15.1213632523532	51.167324100842	39.5120244023639
0	0	0.282391195597799	15.1535711097084	51.1020978886577	39.5628850639799
0	0	0.284142071035518	15.1856751392913	51.0357414252883	39.6132358410684
0	0	0.285892946473236	15.2176744099392	50.968364807514	39.6630742610799
0	0	0.287643821910956	15.249568088296	50.900051552119	39.7123982857815
0	0	0.289394697348674	15.2813554002131	50.8308345029238	39.761206140746
0	0	0.291145572786393	15.3130356017024	50.7607396059241	39.8094961883498
0	0	0.292896448224112	15.3446079727729	50.6897878376086	39.8572669010884
0	0	0.294647323661831	15.3760718130746	50.6179964631158	39.904516841994
0	0	0.29639819909955	15.4074264386929	50.5453799674083	39.9512446499443
0	0	0.298149074537269	15.4386711797419	50.4719507222264	39.9974490285497
0	0	0.299899949974988	15.4698053785356	50.3977194900156	40.0431287376667
0	0	0.301650825412706	15.5008283881849	50.3226957930724	40.0882825868748
0	0	0.303401700850425	15.5317395715153	50.2468881972333	40.132909430423
0	0	0.305152576288144	15.56253830107	50.1703062223024	40.1770081670053
0	0	0.306903451725863	15.5932239792652	50.09299892148	40.2205778280201
0	0	0.308654327163582	15.6237960606558	50.0150204336005	40.2636176745568
0	0	0.310405202601301	15.6542540368923	49.9363895566557	40.3061271304099
0	0	0.312156078039019	15.6845974170863	49.857121319152	40.3481056959278
0	0	0.313906953476738	15.7148257244344	49.7772280628652	40.3895529335056
0	0	0.315657828914457	15.7449384938427	49.6967201069575	40.4304684569737
0	0	0.317408704352176	15.7749352701779	49.6156062616312	40.470851923615
0	0	0.319159579789895	15.8048156069546	49.5338941810517	40.5107030281215
0	0	0.320910455227614	15.8345790653333	49.4515906424745	40.5500214979665
0	0	0.322661330665333	15.864225213352	49.3687017412388	40.5888070898414
0	0	0.324412206103052	15.8937536253296	49.2852330485735	40.627059586885
0	0	0.32616308154077	15.9231638814006	49.2011897226666	40.6647787965181
0	0	0.327913956978489	15.9524555264944	49.1164949164851	40.7019643702526
0	0	0.329664832416208	15.9816280015228	49.0310157728794	40.7386155026572
0	0	0.331415707853927	16.0106806472063	48.9446833610919	40.7747309503159
0	0	0.333166583291646	16.0396127575403	48.8574716518253	40.8103092670005
0	0	0.334917458729365	16.0684236057478	48.7693628856521	40.8453489164931
0	0	0.336668334167084	16.0971124516007	48.6803453137129	40.8798483043708
0	0	0.338419209604802	16.1256785466154	48.5904116272713	40.9138058012527
0	0	0.340170085042521	16.1541211378556	48.4995578355651	40.9472197600333
0	0	0.34192096048024	16.1824394707609	48.4077824282501	40.9800885287314
0	0	0.343671835917959	16.2106327912637	48.3150857673528	41.0124104600986
0	0	0.345422711355678	16.2387003473822	48.221469621028	41.0441839188173
0	0	0.347173586793397	16.2666413904184	48.1269368222939	41.0754072868835
0	0	0.348924462231116	16.2944552112696	48.0315621474036	41.1060791230779
0	0	0.350675337668834	16.3221412615735	47.9355916651264	41.1361986938143
0	0	0.352426213106553	16.3496992224535	47.839237754459	41.1657662712434
0	0	0.354177088544272	16.3771289159077	47.7425688554123	41.1947827412756
0	0	0.355927963981991	16.4044302235084	47.6456358651344	41.2232492479994
0	0	0.35767883941971	16.4316030707602	47.5484771751317	41.2511671265261
